Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,PSH Flag Count,ACK Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Subflow Fwd Bytes,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Total TCP Flow Time,Label
100.64.0.2-10.16.0.18-54300-3000-6,100.64.0.2,54300,10.16.0.18,3000,6,50:03.9,729,5,5,467,165,467,93.4,208.8487491,165,33,73.79024326,866941.0151,13717.42112,81,180.8023783,562,5,716,179,265.7304399,577,26,686,171.5,260.3798507,562,35,1,1,168,168,6858.710562,6858.710562,467,63.2,151.0598116,22819.06667,2,2,2,9,1,63.2,93.4,33,46,16,64240,502,1,32,729,0
10.16.0.6-144.122.71.18-34788-6443-6,10.16.0.6,34788,144.122.71.18,6443,6,18:53.3,24908355,83,88,2517,185687,48,30.3253012,21.47551552,15268,2110.079545,3914.260125,7555.858265,6.865166327,146519.7353,905175.2822,6136034,0,24860667,303178.8659,1296319.188,6136034,7,24907902,286297.7241,1255380.555,6179343,4,56,64,2656,2816,3.332215235,3.532951092,15268,1100.608187,2987.970231,8927966.099,0,0,120,171,1.060240964,1100.608187,30.3253012,2110.079545,14,1085,12709,502,55,32,24908355,1
100.64.0.2-10.16.0.45-52248-1880-6,100.64.0.2,52248,10.16.0.45,1880,6,20:36.7,291,6,4,441,160,441,73.5,180.0374961,160,40,80,2065292.096,34364.26117,32.33333333,68.569308,214,3,291,58.2,92.00652151,222,8,275,91.66666667,107.0716271,214,15,1,1,200,136,20618.5567,13745.70447,441,60.1,142.9688777,20440.1,2,2,2,9,0.666666667,60.1,73.5,40,44,16,64240,503,1,32,291,0
100.64.0.2-10.16.0.45-52028-1880-6,100.64.0.2,52028,10.16.0.45,1880,6,32:41.5,422,6,4,513,158,513,85.5,209.431373,158,39.5,79,1590047.393,23696.68246,46.88888889,94.70671101,297,4,422,84.4,126.7095103,310,13,399,133,144.5717815,297,24,1,1,200,136,14218.00948,9478.672986,513,67.1,164.3535823,27012.1,2,2,2,9,0.666666667,67.1,85.5,39.5,51,15,64240,502,1,32,422,0
100.64.0.2-100.64.0.1-0-0-0,100.64.0.2,0,100.64.0.1,0,0,59:39.4,25509271,6,6,0,0,0,0,0,0,0,0,0,0.470417206,2319024.636,2664002.229,5101932,143,25508878,5101775.6,545.6801261,5102321,5100972,25509121,5101824.2,488.45184,5102347,5101222,0,0,0,0,0.235208603,0.235208603,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
100.64.0.2-10.16.0.5-46744-8181-6,100.64.0.2,46744,10.16.0.5,8181,6,45:37.5,337,5,5,106,137,106,21.2,47.40464112,137,27.4,61.26826258,721068.2493,29673.5905,37.44444444,39.33545192,129,6,319,79.75,38.89622947,129,37,307,76.75,54.38366789,153,24,1,1,168,168,14836.79525,14836.79525,137,24.3,51.74735635,2677.788889,2,2,2,9,1,24.3,21.2,27.4,10,13,65280,505,1,32,337,0
10.16.0.6-144.122.71.18-47880-6642-6,10.16.0.6,47880,144.122.71.18,6642,6,41:49.2,1125,12,10,528,21205,261,44,83.35902634,6740,2120.5,2951.481144,19318222.22,19555.55556,53.57142857,74.2412092,309,5,1125,102.2727273,93.88513291,309,7,1100,122.2222222,125.2335596,395,10,4,6,392,328,10666.66667,8888.888889,6740,987.8636364,2203.858074,4856990.409,2,2,10,21,0.833333333,987.8636364,44,2120.5,24,963,65280,503,4,32,1125,0
100.64.0.2-10.16.0.7-47028-7472-6,100.64.0.2,47028,10.16.0.7,7472,6,52:32.1,625,6,6,108,7410,108,18,44.09081537,4096,1235,1929.168837,12028800,19200,56.81818182,101.2262991,343,3,609,121.8,148.2217933,376,29,597,119.4,138.0318804,343,20,1,2,200,200,9600,9600,4096,626.5,1447.927955,2096495.364,2,2,3,11,1,626.5,18,1235,9,617,65280,505,1,32,625,1
100.64.0.2-10.16.0.45-39922-1880-6,100.64.0.2,39922,10.16.0.45,1880,6,12:47.6,374,6,4,435,160,435,72.5,177.5880064,160,40,80,1590909.091,26737.96791,41.55555556,88.0981145,275,4,374,74.8,118.9840325,287,12,357,119,136.2938003,275,23,1,1,200,136,16042.78075,10695.18717,435,59.5,141.1943106,19935.83333,2,2,2,9,0.666666667,59.5,72.5,40,43,16,64240,503,1,32,374,0
100.64.0.2-10.16.0.45-42830-1880-6,100.64.0.2,42830,10.16.0.45,1880,6,27:00.6,681,6,4,429,159,429,71.5,175.1385166,159,39.75,79.5,863436.1233,14684.28781,75.66666667,181.187058,558,4,681,136.2,242.678182,570,15,657,219,294.443543,558,27,1,1,200,136,8810.572687,5873.715125,429,58.8,139.3427429,19416.4,2,2,2,9,0.666666667,58.8,71.5,39.75,42,15,64240,503,1,32,681,0
100.64.0.2-10.16.0.15-51600-1880-6,100.64.0.2,51600,10.16.0.15,1880,6,06:24.1,1595,6,4,320,449,320,53.33333333,130.6394529,449,112.25,224.5,482131.6614,6269.592476,177.2222222,492.3895251,1490,3,1595,319,660.2473022,1500,13,1580,526.6666667,834.4443261,1490,28,1,1,200,136,3761.755486,2507.836991,449,76.9,164.9460855,27207.21111,2,2,2,9,0.666666667,76.9,53.33333333,112.25,32,44,64240,503,1,32,1595,1
100.64.0.2-10.16.0.7-38230-7472-6,100.64.0.2,38230,10.16.0.7,7472,6,32:17.6,570,7,6,108,7406,108,15.42857143,40.82016308,4096,1234.333333,1928.307202,13182456.14,22807.01754,47.5,112.009334,399,2,570,95,157.2463036,414,16,542,108.4,164.3800475,399,15,1,2,232,200,12280.70175,10526.31579,4096,578,1396.480338,1950157.333,2,2,3,12,0.857142857,578,15.42857143,1234.333333,8,569,65280,505,1,32,570,0
100.64.0.2-10.16.0.15-54440-1880-6,100.64.0.2,54440,10.16.0.15,1880,6,06:26.1,372,6,5,350,479,350,58.33333333,142.8869017,479,95.8,214.2153122,2228494.624,29569.89247,37.2,90.16010451,292,0,368,73.6,128.3210817,302,5,362,90.5,135.1653309,292,9,1,1,200,168,16129.03226,13440.86022,479,75.36363636,170.1365762,28946.45455,2,2,2,10,0.833333333,75.36363636,58.33333333,95.8,31,43,64240,503,1,32,372,1
100.64.0.2-10.16.0.4-46618-8181-6,100.64.0.2,46618,10.16.0.4,8181,6,49:58.7,267,6,5,106,137,106,17.66666667,43.27431879,137,27.4,61.26826258,910112.3596,41198.50187,26.7,26.98168103,93,4,267,53.4,30.21258016,93,15,231,57.75,44.19935897,118,14,1,1,200,168,22471.91011,18726.59176,137,22.09090909,49.63558108,2463.690909,2,2,2,10,0.833333333,22.09090909,17.66666667,27.4,9,12,65280,505,1,32,267,1
100.64.0.2-10.16.0.18-43130-3000-6,100.64.0.2,43130,10.16.0.18,3000,6,12:10.6,584,5,5,470,180,470,94,210.1903899,180,36,80.49844719,1113013.699,17123.28767,64.88888889,145.6678108,452,4,572,143,215.5844769,465,14,561,140.25,208.3464663,452,26,1,1,168,168,8561.643836,8561.643836,470,65,153.1339283,23450,2,2,2,9,1,65,94,36,47,18,64240,502,1,32,584,0
100.64.0.2-10.16.0.18-48590-3000-6,100.64.0.2,48590,10.16.0.18,3000,6,21:16.3,462,5,5,460,180,460,92,205.7182539,180,36,80.49844719,1385281.385,21645.02165,51.33333333,121.5082302,375,3,455,113.75,182.5438304,387,12,451,112.75,174.8606588,375,21,1,1,168,168,10822.51082,10822.51082,460,64,150.1998668,22560,2,2,2,9,1,64,92,36,46,18,64240,502,1,32,462,0
100.64.0.2-10.16.0.4-55192-8080-6,100.64.0.2,55192,10.16.0.4,8080,6,18:51.0,956,6,5,107,137,107,17.83333333,43.68256708,137,27.4,61.26826258,255230.1255,11506.27615,95.6,100.5100327,320,5,956,191.2,100.2432043,320,57,838,209.5,158.2877127,421,44,1,1,200,168,6276.150628,5230.125523,137,22.18181818,49.80525712,2480.563636,2,2,2,10,0.833333333,22.18181818,17.83333333,27.4,9,12,65280,505,1,32,956,1
10.16.0.6-144.122.71.18-43484-6642-6,10.16.0.6,43484,144.122.71.18,6642,6,21:59.6,991,12,10,474,16238,207,39.5,71.14198351,6740,1623.8,2754.889544,16863773.97,22199.79818,47.19047619,67.26709377,312,4,991,90.09090909,87.25761233,312,8,943,104.7777778,117.7526834,382,8,4,6,392,328,12108.98083,10090.81736,6740,759.6363636,1976.665845,3907207.861,2,2,10,21,0.833333333,759.6363636,39.5,1623.8,21,738,65280,503,4,32,991,0
100.64.0.2-10.16.0.15-56702-1880-6,100.64.0.2,56702,10.16.0.15,1880,6,06:27.9,794,6,4,315,223,315,52.5,128.5982115,223,55.75,111.5,677581.864,12594.45844,88.22222222,204.724069,632,4,794,158.8,273.0360782,646,13,766,255.3333333,328.8956268,632,25,1,1,200,136,7556.675063,5037.783375,315,53.8,115.4746725,13334.4,2,2,2,9,0.666666667,53.8,52.5,55.75,31,22,64240,504,1,32,794,1
100.64.0.2-10.16.0.18-39338-3000-6,100.64.0.2,39338,10.16.0.18,3000,6,20:40.0,834,5,5,504,180,504,100.8,225.3956521,180,36,80.49844719,820143.8849,11990.40767,92.66666667,226.9085719,697,4,822,205.5,337.5820888,711,17,811,202.75,329.6982206,697,28,1,1,168,168,5995.203837,5995.203837,504,68.4,163.1735273,26625.6,2,2,2,9,1,68.4,100.8,36,50,18,64240,502,1,32,834,0
100.64.0.2-10.16.0.45-50812-1880-6,100.64.0.2,50812,10.16.0.45,1880,6,02:59.3,488,6,4,428,159,428,71.33333333,174.7302683,159,39.75,79.5,1202868.852,20491.80328,54.22222222,108.3798618,340,5,488,97.6,143.1513185,352,13,463,154.3333333,164.8827866,340,25,1,1,200,136,12295.08197,8196.721311,428,58.7,139.0475938,19334.23333,2,2,2,9,0.666666667,58.7,71.33333333,39.75,42,15,64240,503,1,32,488,0
100.64.0.2-10.16.0.45-42382-1880-6,100.64.0.2,42382,10.16.0.45,1880,6,26:59.4,506,6,5,481,247,481,80.16666667,196.3674277,247,49.4,110.4617581,1438735.178,21739.13043,50.6,116.4380617,378,3,506,101.2,162.9806737,390,12,485,121.25,173.1422825,378,12,1,1,200,168,11857.70751,9881.422925,481,66.18181818,156.2656828,24418.96364,2,2,2,10,0.833333333,66.18181818,80.16666667,49.4,43,22,64240,502,1,32,506,0
100.64.0.2-10.16.0.18-34442-3000-6,100.64.0.2,34442,10.16.0.18,3000,6,31:35.9,8631,5,5,474,165,474,94.8,211.9792443,165,33,73.79024326,74035.4536,1158.614297,959,2830.50711,8507,5,8614,2153.5,4247.676267,8525,18,8609,2152.25,4236.501495,8507,31,1,1,168,168,579.3071487,579.3071487,474,63.9,153.1407849,23452.1,2,2,2,9,1,63.9,94.8,33,47,16,64240,502,1,32,8631,0
100.64.0.2-10.16.0.15-47404-1880-6,100.64.0.2,47404,10.16.0.15,1880,6,04:37.7,10424,45,45,428,1142215,428,9.511111111,63.80247296,64704,25382.55556,28252.8209,109616557.9,8633.921719,117.1235955,842.9727271,7932,1,10412,236.6363636,1212.960075,8054,5,10399,236.3409091,1195.915626,7944,3,1,41,1448,1448,4316.96086,4316.96086,64704,12696.03333,23608.99856,557384813,2,2,42,89,1,12696.03333,9.511111111,25382.55556,4,12691,64240,503,1,32,10424,1
100.64.0.2-10.16.0.18-57640-3000-6,100.64.0.2,57640,10.16.0.18,3000,6,38:17.6,431,6,5,468,180,468,78,191.0601999,180,36,80.49844719,1503480.278,25522.04176,43.1,111.4973343,360,0,431,86.2,160.4266187,373,6,417,104.25,170.794955,360,5,1,1,200,168,13921.11369,11600.92807,468,58.90909091,146.0311299,21325.09091,2,2,2,10,0.833333333,58.90909091,78,36,42,16,64240,502,1,32,431,0
10.16.0.6-144.122.71.18-60066-6642-6,10.16.0.6,60066,144.122.71.18,6642,6,01:20.0,1090,12,10,528,21217,261,44,83.35902634,6740,2121.7,2952.952084,19949541.28,20183.48624,51.9047619,76.57669669,314,6,1090,99.09090909,97.67338895,314,10,1053,117,120.5342275,377,10,4,6,392,328,11009.17431,9174.311927,6740,988.4090909,2204.996008,4862007.396,2,2,10,21,0.833333333,988.4090909,44,2121.7,24,964,65280,503,4,32,1090,1
100.64.0.2-10.16.0.15-56338-1880-6,100.64.0.2,56338,10.16.0.15,1880,6,06:27.4,2263,6,4,329,458,329,54.83333333,134.3136876,458,114.5,229,347768.449,4418.912947,251.4444444,697.9554268,2111,3,2263,452.6,932.8677827,2120,11,2251,750.3333333,1179.308837,2111,23,1,1,200,136,2651.347768,1767.565179,458,78.7,168.6772395,28452.01111,2,2,2,9,0.666666667,78.7,54.83333333,114.5,32,45,64240,503,1,32,2263,1
10.16.0.2-144.122.71.18-43488-6642-6,10.16.0.2,43488,144.122.71.18,6642,6,31:01.7,81273,15,11,528,21238,261,35.2,76.10256237,6740,1930.727273,2869.889792,267813.419,319.909441,3250.92,12043.29005,59625,2,81273,5805.214286,15955.65137,59625,2,80702,8070.2,18962.4319,60765,9,4,7,500,360,184.563139,135.346302,6740,837.1538462,2051.785928,4209825.495,2,2,11,25,0.733333333,837.1538462,35.2,1930.727273,20,816,65280,503,4,32,81273,0
100.64.0.2-10.16.0.15-51852-1880-6,100.64.0.2,51852,10.16.0.15,1880,6,06:24.2,776,6,4,329,458,329,54.83333333,134.3136876,458,114.5,229,1014175.258,12886.59794,86.22222222,177.8916649,553,4,776,155.2,231.8894133,565,14,746,248.6666667,272.8265627,553,26,1,1,200,136,7731.958763,5154.639175,458,78.7,168.6772395,28452.01111,2,2,2,9,0.666666667,78.7,54.83333333,114.5,32,45,64240,503,1,32,776,1
100.64.0.2-10.16.0.45-36012-1880-6,100.64.0.2,36012,10.16.0.45,1880,6,17:00.1,381,6,5,430,160,430,71.66666667,175.5467649,160,32,71.55417528,1548556.43,28871.39108,38.1,90.10789828,293,2,376,75.2,127.8385701,303,6,368,92,134.776358,293,9,1,1,200,168,15748.0315,13123.35958,430,53.63636364,133.7365116,17885.45455,2,2,2,10,0.833333333,53.63636364,71.66666667,32,39,14,64240,503,1,32,381,0
100.64.0.2-10.16.0.15-53132-1880-6,100.64.0.2,53132,10.16.0.15,1880,6,04:55.9,861,6,4,435,448,435,72.5,177.5880064,448,112,224,1025551.684,11614.40186,95.66666667,234.9063643,721,4,861,172.2,314.8328128,735,16,830,276.6666667,385.7853462,721,27,1,1,200,136,6968.641115,4645.760743,448,88.3,186.1779615,34662.23333,2,2,2,9,0.666666667,88.3,72.5,112,43,44,64240,503,1,32,861,1
100.64.0.2-10.16.0.15-59828-1880-6,100.64.0.2,59828,10.16.0.15,1880,6,04:06.9,1807,21,21,401,320227,401,19.0952381,87.50537398,29656,15248.90476,11207.71796,177436635.3,23242.94411,44.07317073,147.601726,931,2,1807,90.35,208.5156248,946,5,1777,88.85,206.8536923,931,3,1,18,680,680,11621.47205,11621.47205,29656,7634,10985.41884,120679427.1,2,2,19,41,1,7634,19.0952381,15248.90476,9,7624,64240,503,1,32,1807,1
10.16.0.6-144.122.71.18-49896-6642-6,10.16.0.6,49896,144.122.71.18,6642,6,59:43.0,981,12,10,528,20990,261,44,83.35902634,6740,2099,2925.835607,21934760.45,22426.09582,46.71428571,70.41884894,297,3,981,89.18181818,89.36421899,297,7,953,105.8888889,119.8795692,363,7,4,6,392,328,12232.4159,10193.67992,6740,978.0909091,2183.877546,4769321.134,2,2,10,21,0.833333333,978.0909091,44,2099,24,954,65280,503,4,32,981,1
100.64.0.2-10.16.0.7-59510-7472-6,100.64.0.2,59510,10.16.0.7,7472,6,32:42.1,603,7,6,108,7409,108,15.42857143,40.82016308,4096,1234.833333,1928.953334,12466003.32,21558.87231,50.25,111.7904899,393,3,603,100.5,158.7233442,416,13,581,116.2,161.8215066,393,12,1,2,232,200,11608.62355,9950.248756,4096,578.2307692,1396.969587,1951524.026,2,2,3,12,0.857142857,578.2307692,15.42857143,1234.833333,8,569,65280,505,1,32,603,0
100.64.0.2-10.16.0.15-40976-1880-6,100.64.0.2,40976,10.16.0.15,1880,6,06:41.2,420,6,4,345,472,345,57.5,140.8456602,472,118,236,1945238.095,23809.52381,46.66666667,100.7670581,312,3,420,84,134.8258136,323,9,403,134.3333333,156.6663121,312,16,1,1,200,136,14285.71429,9523.809524,472,81.7,174.8205747,30562.23333,2,2,2,9,0.666666667,81.7,57.5,118,34,47,64240,503,1,32,420,1
10.16.0.6-144.122.71.18-33490-6642-6,10.16.0.6,33490,144.122.71.18,6642,6,23:42.2,1060,10,9,474,16238,207,47.4,75.95934585,6740,1804.222222,2858.650284,15766037.74,17924.5283,58.88888889,103.4066154,455,2,1060,117.7777778,147.866306,455,17,914,114.25,178.2764707,545,6,4,6,328,296,9433.962264,8490.566038,6740,879.5789474,2108.802776,4447049.146,0,2,10,18,0.9,879.5789474,47.4,1804.222222,24,854,65280,503,4,32,1060,0
100.64.0.2-10.16.0.5-38210-8080-6,100.64.0.2,38210,10.16.0.5,8080,6,19:06.2,265,5,5,107,137,107,21.4,47.85185472,137,27.4,61.26826258,920754.717,37735.84906,29.44444444,22.6776934,71,9,249,62.25,26.42442052,99,43,233,58.25,29.93743476,94,28,1,1,168,168,18867.92453,18867.92453,137,24.4,51.92344793,2696.044444,2,2,2,9,1,24.4,21.4,27.4,10,13,65280,505,1,32,265,1
10.16.0.2-144.122.71.18-36106-6642-6,10.16.0.2,36106,144.122.71.18,6642,6,51:18.2,9629,15,9,528,21205,261,35.2,76.10256237,6740,2356.111111,3029.130133,2257036.037,2492.470662,418.6521739,492.5526837,1870,5,9629,687.7857143,537.0712857,1870,10,8950,1118.75,1063.387545,3076,9,4,6,488,296,1557.794163,934.6764981,6740,905.5416667,2124.248225,4512430.52,2,2,10,23,0.6,905.5416667,35.2,2356.111111,22,883,65280,503,4,32,9629,0
10.16.0.4-144.122.171.92-39471-53-17,10.16.0.4,39471,144.122.171.92,53,17,13:32.3,1002,1,1,38,104,38,38,0,104,104,0,141716.5669,1996.007984,1002,0,1002,1002,0,0,0,0,0,0,0,0,0,0,0,0,8,8,998.003992,998.003992,104,71,46.66904756,2178,0,0,0,0,1,71,38,104,19,52,0,0,0,8,0,1
100.64.0.2-10.16.0.15-52320-1880-6,100.64.0.2,52320,10.16.0.15,1880,6,06:24.5,478,6,4,346,475,346,57.66666667,141.2539085,475,118.75,237.5,1717573.222,20920.50209,53.11111111,124.4853851,384,3,478,95.6,167.6970483,395,8,463,154.3333333,200.2806364,384,16,1,1,200,136,12552.30126,8368.200837,475,82.1,175.7324039,30881.87778,2,2,2,9,0.666666667,82.1,57.66666667,118.75,34,47,64240,503,1,32,478,1
100.64.0.2-10.16.0.15-57712-1880-6,100.64.0.2,57712,10.16.0.15,1880,6,06:30.5,1035,6,4,383,467,383,63.83333333,156.3590952,467,116.75,233.5,821256.0386,9661.835749,115,266.3691048,821,4,1035,207,349.9549971,831,25,1016,338.6666667,418.2156541,821,77,1,1,200,136,5797.101449,3864.7343,467,85,180.2861922,32503.11111,2,2,2,9,0.666666667,85,63.83333333,116.75,38,46,64240,503,1,32,1035,1
10.16.0.2-144.122.71.18-40596-6642-6,10.16.0.2,40596,144.122.71.18,6642,6,25:10.1,85989,16,9,528,21207,261,33,74.04683203,6740,2356.333333,3029.379103,252764.8885,290.7348614,3582.875,15532.88356,76472,2,85989,5732.6,19576.30621,76472,2,85332,10666.5,26877.7335,77137,8,4,6,520,296,186.0703113,104.6645501,6740,869.4,2087.573572,4357963.417,2,2,10,24,0.5625,869.4,33,2356.333333,21,848,65280,503,4,32,85989,1
10.16.0.7-144.122.71.18-38668-6443-6,10.16.0.7,38668,144.122.71.18,6443,6,06:53.4,164,2,1,39,39,39,19.5,27.57716447,39,39,0,475609.7561,18292.68293,82,53.74011537,120,44,164,164,0,164,164,0,0,0,0,0,1,1,64,32,12195.12195,6097.560976,39,26,22.5166605,507,0,0,2,3,0.5,26,19.5,39,13,13,12221,1879,0,32,142114922,1
100.64.0.2-10.16.0.45-38638-1880-6,100.64.0.2,38638,10.16.0.45,1880,6,36:24.5,262,6,4,432,160,432,72,176.3632615,160,40,80,2259541.985,38167.93893,29.11111111,62.28251048,194,2,262,52.4,83.57511591,201,8,251,83.66666667,96.64539996,194,14,1,1,200,136,22900.76336,15267.17557,432,59.2,140.3082321,19686.4,2,2,2,9,0.666666667,59.2,72,40,43,16,64240,503,1,32,262,0
100.64.0.2-10.16.0.15-42094-1880-6,100.64.0.2,42094,10.16.0.15,1880,6,06:43.2,862,6,4,396,481,396,66,161.666323,481,120.25,240.5,1017401.392,11600.92807,95.77777778,177.4540629,549,4,862,172.4,225.1095289,562,30,831,277,243.838061,549,78,1,1,200,136,6960.556845,4640.37123,481,87.7,185.9701589,34584.9,2,2,2,9,0.666666667,87.7,66,120.25,39,48,64240,503,1,32,862,1
100.64.0.2-10.16.0.15-41062-1880-6,100.64.0.2,41062,10.16.0.15,1880,6,04:30.1,1391,9,7,406,31299,406,45.11111111,135.3333333,13480,4471.285714,5024.038041,22792954.71,11502.51618,92.73333333,311.300605,1216,2,1391,173.875,426.2499057,1227,5,1371,228.5,485.1765658,1216,6,1,4,296,232,6470.165349,5032.350827,13480,1981.5625,3904.97049,15248794.53,2,2,5,15,0.777777778,1981.5625,45.11111111,4471.285714,25,1956,64240,503,1,32,1391,1
100.64.0.2-10.16.0.45-45734-1880-6,100.64.0.2,45734,10.16.0.45,1880,6,23:51.0,316,6,4,490,246,490,81.66666667,200.0416623,246,61.5,123,2329113.924,31645.56962,35.11111111,68.45882785,216,4,316,63.2,92.84503218,228,11,296,98.66666667,103.1956071,216,22,1,1,200,136,18987.34177,12658.22785,490,73.6,165.4778938,27382.93333,2,2,2,9,0.666666667,73.6,81.66666667,61.5,49,24,64240,502,1,32,316,0
10.16.0.5-144.122.171.91-43119-53-17,10.16.0.5,43119,144.122.171.91,53,17,39:12.3,6287110,2,2,93,518,55,46.5,12.02081528,416,259,222.0315293,97.18296642,0.636222366,2095703.333,3628377.693,6285393,622,6286488,6286488,0,6286488,6286488,6286015,6286015,0,6286015,6286015,0,0,16,16,0.318111183,0.318111183,416,152.75,177.5751015,31532.91667,0,0,0,0,1,152.75,46.5,259,23,129,0,0,1,8,0,1
100.64.0.2-10.16.0.5-41874-8181-6,100.64.0.2,41874,10.16.0.5,8181,6,19:17.5,863,5,5,106,137,106,21.2,47.40464112,137,27.4,61.26826258,281575.898,11587.48552,95.88888889,83.60538925,272,22,786,196.5,73.18242048,272,108,782,195.5,94.72943928,333,125,1,1,168,168,5793.742758,5793.742758,137,24.3,51.74735635,2677.788889,2,2,2,9,1,24.3,21.2,27.4,10,13,65280,505,1,32,863,1
10.16.0.6-144.122.71.18-46304-6642-6,10.16.0.6,46304,144.122.71.18,6642,6,19:37.3,798,10,9,474,16238,207,47.4,75.95934585,6740,1804.222222,2858.650284,20942355.89,23809.52381,44.33333333,71.25843603,314,4,798,88.66666667,97.43844211,314,7,711,88.875,124.5935535,383,8,4,6,328,296,12531.32832,11278.19549,6740,879.5789474,2108.802776,4447049.146,0,2,10,18,0.9,879.5789474,47.4,1804.222222,24,854,65280,503,4,32,798,0
10.16.0.2-144.122.71.18-51994-6642-6,10.16.0.2,51994,144.122.71.18,6642,6,52:37.1,6869,14,10,474,16238,207,33.85714286,66.9946693,6740,1623.8,2754.889544,2432959.674,3493.958364,298.6521739,313.6392845,1007,2,6869,528.3846154,387.8243886,1154,2,6229,692.1111111,631.3981399,1645,11,4,6,456,328,2038.142379,1455.815985,6740,696.3333333,1900.906938,3613447.188,2,2,10,23,0.714285714,696.3333333,33.85714286,1623.8,19,676,65280,503,4,32,6869,1
100.64.0.2-10.16.0.4-54772-8080-6,100.64.0.2,54772,10.16.0.4,8080,6,42:11.0,333,6,5,107,137,107,17.83333333,43.68256708,137,27.4,61.26826258,732732.7327,33033.03303,33.3,35.33663507,98,7,326,65.2,35.05281729,98,16,297,74.25,44.40251494,119,14,1,1,200,168,18018.01802,15015.01502,137,22.18181818,49.80525712,2480.563636,2,2,2,10,0.833333333,22.18181818,17.83333333,27.4,9,12,65280,505,1,32,333,0
100.64.0.2-10.16.0.18-52046-3000-6,100.64.0.2,52046,10.16.0.18,3000,6,20:16.3,758,5,5,461,165,461,92.2,206.1654675,165,33,73.79024326,825857.5198,13192.61214,84.22222222,193.4733688,599,4,745,186.25,285.8395529,614,23,727,181.75,278.3790881,599,34,1,1,168,168,6596.306069,6596.306069,461,62.6,149.2791568,22284.26667,2,2,2,9,1,62.6,92.2,33,46,16,64240,502,1,32,758,0
10.16.0.6-144.122.71.18-36452-6642-6,10.16.0.6,36452,144.122.71.18,6642,6,12:30.3,1384,12,10,528,20990,261,44,83.35902634,6740,2099,2925.835607,15547687.86,15895.95376,65.9047619,102.1933974,353,7,1384,125.8181818,133.1396396,355,13,1350,150,152.8872133,423,16,4,6,392,328,8670.520231,7225.433526,6740,978.0909091,2183.877546,4769321.134,2,2,10,21,0.833333333,978.0909091,44,2099,24,954,65280,503,4,32,1384,1
100.64.0.2-10.16.0.5-54022-8080-6,100.64.0.2,54022,10.16.0.5,8080,6,44:26.2,291,5,5,107,137,107,21.4,47.85185472,137,27.4,61.26826258,838487.9725,34364.26117,32.33333333,28.32401808,85,7,268,67,26.77063067,100,36,262,65.5,25.25206262,88,36,1,1,168,168,17182.13058,17182.13058,137,24.4,51.92344793,2696.044444,2,2,2,9,1,24.4,21.4,27.4,10,13,65280,505,1,32,291,0
100.64.0.2-10.16.0.15-38808-1880-6,100.64.0.2,38808,10.16.0.15,1880,6,06:36.6,767,6,4,292,449,292,48.66666667,119.2085008,449,112.25,224.5,966101.6949,13037.80965,85.22222222,208.4536986,640,5,767,153.4,277.865615,650,17,751,250.3333333,337.8643712,640,39,1,1,200,136,7822.685789,5215.123859,449,74.1,160.5396801,25772.98889,2,2,2,9,0.666666667,74.1,48.66666667,112.25,29,44,64240,504,1,32,767,1
100.64.0.2-10.16.0.5-47056-8181-6,100.64.0.2,47056,10.16.0.5,8181,6,17:37.5,292,5,5,106,137,106,21.2,47.40464112,137,27.4,61.26826258,832191.7808,34246.57534,32.44444444,37.55033659,112,7,279,69.75,42.16139625,112,32,267,66.75,49.74853432,131,25,1,1,168,168,17123.28767,17123.28767,137,24.3,51.74735635,2677.788889,2,2,2,9,1,24.3,21.2,27.4,10,13,65280,505,1,32,292,0
100.64.0.2-10.16.0.45-43360-1880-6,100.64.0.2,43360,10.16.0.45,1880,6,40:34.5,277,6,4,445,160,445,74.16666667,181.6704893,160,40,80,2184115.523,36101.08303,30.77777778,62.69325677,197,4,277,55.4,86.85217326,210,8,261,87,96.01562373,197,20,1,1,200,136,21660.64982,14440.43321,445,60.5,144.1536603,20780.27778,2,2,2,9,0.666666667,60.5,74.16666667,40,44,16,64240,503,1,32,277,0
